1637208000000,59840.01000000,59972.02000000,59777.14000000,59796.21000000,393.66850000,1637208899999,23571430.17148150,14235,182.24906000,10914631.00771080,0
1637208900000,59796.22000000,60096.12000000,59706.62000000,59770.99000000,893.78130000,1637209799999,53531705.97544420,28434,441.42448000,26444919.78357390,0
1637209800000,59771.00000000,59865.32000000,59631.74000000,59801.36000000,721.00290000,1637210699999,43076425.71272410,30792,363.47057000,21716507.60490990,0
1637210700000,59801.36000000,59977.97000000,59669.00000000,59676.05000000,366.68316000,1637211599999,21944116.65932580,16530,186.19248000,11142888.81267870,0
1637211600000,59676.05000000,59750.17000000,59550.15000000,59667.67000000,545.25928000,1637212499999,32523953.56265100,20751,245.01111000,14615382.48517190,0
1637212500000,59667.67000000,59816.86000000,59610.95000000,59755.93000000,341.04744000,1637213399999,20369654.01112380,17652,170.24743000,10168476.88753270,0
1637213400000,59755.93000000,59900.00000000,59744.52000000,59793.96000000,251.25187000,1637214299999,15025591.87032050,15148,122.28907000,7313207.89658160,0
1637214300000,59793.96000000,59906.85000000,59717.33000000,59801.20000000,234.61795000,1637215199999,14031248.98408440,15137,117.18668000,7008236.06907970,0
1637215200000,59801.19000000,59843.71000000,59590.01000000,59703.86000000,367.85043000,1637216099999,21965601.26847000,14269,169.98744000,10150697.17227350,0
1637216100000,59703.85000000,60035.46000000,59662.87000000,59770.46000000,340.57624000,1637216999999,20382467.68632170,15775,178.90910000,10706651.16482260,0
1637217000000,59770.47000000,59874.24000000,59661.92000000,59737.12000000,277.95092000,1637217899999,16612332.66633740,11800,141.21523000,8440425.72520730,0
1637217900000,59737.13000000,59849.99000000,59584.25000000,59827.82000000,397.97382000,1637218799999,23762785.29630560,13901,212.59287000,12695495.73782660,0
1637218800000,59827.82000000,59886.33000000,59643.01000000,59680.01000000,379.73215000,1637219699999,22683878.01561420,13675,188.62488000,11267437.49371110,0
1637219700000,59680.01000000,59754.55000000,59554.47000000,59593.39000000,382.40375000,1637220599999,22805915.37585250,12519,172.06173000,10260875.05334910,0
1637220600000,59593.39000000,59749.10000000,59500.00000000,59718.01000000,527.47833000,1637221499999,31446091.44652940,16604,258.85409000,15431701.25317970,0
1637221500000,59718.00000000,59798.99000000,59674.15000000,59734.20000000,315.99707000,1637222399999,18878752.55225070,11669,165.66621000,9897285.23105460,0
1637222400000,59734.21000000,59840.89000000,59520.02000000,59538.36000000,336.37581000,1637223299999,20060739.27030410,12504,159.19859000,9494233.79769720,0
1637223300000,59538.36000000,59793.99000000,59471.02000000,59778.14000000,280.01749000,1637224199999,16703256.40103800,11182,142.74222000,8516392.91721540,0
1637224200000,59778.13000000,59824.26000000,59509.89000000,59528.03000000,248.05271000,1637225099999,14791046.46999750,10358,107.51170000,6411457.18530150,0
1637225100000,59528.03000000,59671.15000000,59470.00000000,59659.74000000,249.88363000,1637225999999,14876992.82834630,10004,113.28951000,6745059.06197900,0
1637226000000,59659.74000000,59742.73000000,59254.99000000,59396.19000000,455.02395000,1637226899999,27050291.57268280,16817,207.93313000,12362466.13475990,0
1637226900000,59396.20000000,59474.15000000,59242.42000000,59280.55000000,341.02303000,1637227799999,20240599.96952510,14193,167.85298000,9962947.45688630,0
1637227800000,59280.56000000,59397.40000000,59075.23000000,59198.00000000,567.85663000,1637228699999,33612595.13432500,19360,268.58160000,15898885.91142640,0
1637228700000,59198.01000000,59465.49000000,58962.77000000,59274.49000000,1025.99500000,1637229599999,60724426.37250670,26933,457.14024000,27068134.94309870,0
1637229600000,59274.49000000,59551.59000000,59114.29000000,59162.78000000,500.11004000,1637230499999,29686799.46099780,16430,270.88700000,16082473.80091660,0
1637230500000,59162.78000000,59518.65000000,58981.18000000,59363.29000000,623.40537000,1637231399999,36937208.27434730,18351,383.45351000,22727708.43867690,0
1637231400000,59363.28000000,59625.99000000,59332.02000000,59582.99000000,396.14967000,1637232299999,23569599.35887680,13578,220.06271000,13092684.98131730,0
1637232300000,59582.98000000,59845.10000000,59523.37000000,59789.23000000,419.60347000,1637233199999,25032400.71313380,14237,240.53079000,14350127.08940460,0
1637233200000,59789.23000000,59970.82000000,59688.88000000,59846.53000000,453.98288000,1637234099999,27165760.11771210,15495,216.23985000,12939681.61019100,0
1637234100000,59846.53000000,59864.61000000,59664.86000000,59790.54000000,289.05472000,1637234999999,17265561.75280040,12037,156.54813000,9350448.93412640,0
1637235000000,59790.55000000,59790.55000000,59462.94000000,59494.69000000,324.18105000,1637235899999,19317608.56891170,12237,150.03187000,8940262.10030620,0
1637235900000,59497.68000000,59631.16000000,59153.05000000,59213.49000000,648.45264000,1637236799999,38517054.13567170,18589,280.73579000,16680245.60131390,0
1637236800000,59213.49000000,59513.50000000,59001.00000000,59497.93000000,835.62054000,1637237699999,49476292.45369700,25013,437.23830000,25890189.70063760,0
1637237700000,59497.93000000,59935.00000000,59287.00000000,59551.20000000,710.29569000,1637238599999,42367175.07265640,21911,419.82069000,25043634.60040790,0
1637238600000,59551.20000000,59639.54000000,59200.00000000,59308.25000000,526.93104000,1637239499999,31252822.70870200,16174,214.87902000,12751257.52789330,0
1637239500000,59308.25000000,59388.84000000,59010.00000000,59124.66000000,799.72732000,1637240399999,47320692.98443630,18707,294.70530000,17439104.78801320,0
1637240400000,59124.67000000,59344.75000000,58907.11000000,59074.50000000,576.01748000,1637241299999,34051906.91049340,17894,271.47696000,16051023.26048380,0
1637241300000,59074.50000000,59144.83000000,58740.63000000,58881.16000000,753.07929000,1637242199999,44354363.97060660,25190,341.63688000,20121867.54281850,0
1637242200000,58881.15000000,59764.59000000,58770.02000000,59462.59000000,1138.93628000,1637243099999,67657381.05961080,28365,690.09212000,40998573.64916310,0
1637243100000,59462.60000000,59509.00000000,59001.00000000,59191.62000000,765.00653000,1637243999999,45305929.48490950,16862,262.44887000,15544269.17678930,0
1637244000000,59191.64000000,59292.96000000,58909.96000000,58987.71000000,520.46222000,1637244899999,30748669.54375820,18715,250.17796000,14780091.57166050,0
1637244900000,58987.71000000,59100.00000000,58930.01000000,58930.01000000,384.24238000,1637245799999,22671640.60299010,13407,171.46953000,10118165.92127090,0
1637245800000,58930.01000000,59100.00000000,58788.14000000,58799.96000000,538.38222000,1637246699999,31723702.34915680,18017,253.59365000,14942501.15966220,0
1637246700000,58799.96000000,59129.05000000,58770.00000000,58906.65000000,612.69566000,1637247599999,36075444.18146830,18528,335.59827000,19759381.48070600,0
1637247600000,58906.26000000,59099.04000000,58592.74000000,58709.33000000,787.83547000,1637248499999,46335170.44444950,26513,344.36072000,20255952.30695200,0
1637248500000,58709.33000000,58931.85000000,57650.00000000,58823.40000000,3631.01935000,1637249399999,211397232.94457960,101842,1488.04165000,86691155.67937770,0
1637249400000,58823.41000000,59486.00000000,58561.34000000,58580.59000000,2146.41027000,1637250299999,126603156.43273300,51995,1093.47007000,64511730.63095410,0
1637250300000,58580.58000000,58689.79000000,57910.01000000,58100.04000000,1850.68257000,1637251199999,107841642.26380750,46754,833.99074000,48621043.33063900,0
1637251200000,58100.05000000,58475.00000000,57872.20000000,58398.57000000,1237.70658000,1637252099999,71945364.96196840,34050,675.50236000,39270268.84581080,0
1637252100000,58398.57000000,58486.09000000,57400.00000000,57732.00000000,2056.20851000,1637252999999,118758007.75718740,56398,872.95780000,50436325.14880250,0
1637253000000,57732.00000000,57811.71000000,57223.00000000,57489.00000000,1565.01209000,1637253899999,89987266.98384390,42869,736.31894000,42346071.67553950,0
1637253900000,57489.00000000,57708.58000000,57215.38000000,57276.90000000,1198.89757000,1637254799999,68888718.23874930,33505,598.39810000,34385343.82292870,0
1637254800000,57276.90000000,57473.98000000,56592.06000000,56778.77000000,2865.14918000,1637255699999,163258998.59481590,77060,1195.39267000,68126124.02652140,0
1637255700000,56778.76000000,57850.07000000,56778.76000000,57730.24000000,1625.20967000,1637256599999,93291715.66378330,44136,883.85812000,50735892.47397550,0
1637256600000,57730.24000000,58050.00000000,57607.00000000,57881.75000000,1210.30634000,1637257499999,70049408.78843770,34130,609.15706000,35256670.10830710,0
